ticket_nro,fecha_hora,dni_cliente,sucursal,empleado_id,metodo_pago_id,canal_venta,total_venta,campania_id
2311,2024-02-12 05:12:00,26591977,Norte,5,3,Presencial,192949.16999999998,
2312,2024-10-27 03:33:00,22313673,Shopping,7,4,Presencial,95685.01000000001,
2313,2025-06-24 13:20:00,44993998,Centro,1,3,Presencial,103223.29000000001,
2314,2024-08-21 07:04:00,28731761,Tienda Online,9,2,Web,82723.32,
2315,2025-04-21 23:32:00,18494838,Norte,4,1,Presencial,69225.91,
2316,2024-10-12 05:26:00,42528458,Norte,4,3,Presencial,162545.78,
2317,2024-09-04 17:13:00,36669833,Tienda Online,10,1,Web,70078.40000000001,
2318,2025-10-01 01:49:00,29841084,Tienda Online,9,5,Web,33144.89,
2319,2025-01-09 07:27:00,40890427,Centro,1,4,Presencial,135262.79,
2320,2024-11-22 13:00:00,13659179,Shopping,7,5,Presencial,219091.5,
2321,2025-09-18 19:27:00,26591977,Norte,6,3,Presencial,61889.79,
2322,2025-01-08 09:46:00,10038379,Norte,4,5,Presencial,93357.86,
2323,2024-03-04 15:28:00,28289000,Tienda Online,9,5,Web,28716.74,
2324,2024-04-08 02:17:00,22588451,Norte,6,2,Presencial,101699.11,
2325,2025-11-11 04:37:00,34306027,Tienda Online,10,4,Web,134615.03,
2326,2024-06-21 09:42:00,44670267,Tienda Online,9,1,Web,196864.24,
2327,2024-03-31 18:49:00,34268915,Tienda Online,9,3,Web,138866.61,
2328,2025-05-04 20:44:00,44321020,Shopping,7,1,Presencial,68006.18,
2329,2025-08-31 02:58:00,24580721,Norte,5,1,Presencial,78062.24,
2330,2024-07-25 07:18:00,29302634,Tienda Online,10,2,Web,145289.35,
2331,2024-07-27 17:09:00,13950951,Norte,5,2,Presencial,90578.37000000001,
2332,2025-07-12 22:00:00,27826293,Shopping,7,1,Presencial,64946.979999999996,
2333,2024-07-30 03:12:00,29302634,Norte,5,2,Presencial,213749.48,
2334,2024-03-28 00:23:00,12409147,Tienda Online,9,2,Web,163086.12,
2335,2024-01-24 08:29:00,31625779,Norte,4,3,Presencial,134691.36,
2336,2025-04-09 11:50:00,44993998,Shopping,7,2,Presencial,50588.18,
2337,2024-07-19 22:36:00,34041232,Tienda Online,9,5,Web,41361.66,
2338,2025-03-26 01:03:00,28567695,Tienda Online,9,5,Web,41361.66,
2339,2024-01-14 11:47:00,36669833,Shopping,7,5,Presencial,132579.56,
2340,2024-01-30 16:49:00,23499019,Centro,2,3,Presencial,138310.64,
2341,2024-02-01 13:51:00,41366021,Tienda Online,10,5,Web,83733.07,
2342,2025-10-28 05:50:00,26852461,Shopping,7,4,Presencial,228318.02000000002,
2343,2024-10-07 12:09:00,15815848,Centro,1,1,Presencial,67646.76,
2344,2025-06-15 05:38:00,44993998,Shopping,7,2,Presencial,170376.98,
2345,2024-10-07 17:39:00,29586497,Tienda Online,10,4,Web,36700.58,
2346,2024-03-31 04:26:00,34268915,Norte,6,4,Presencial,88839.70999999999,
2347,2025-06-09 10:18:00,19364231,Shopping,7,5,Presencial,102844.51999999999,
2348,2025-01-23 02:20:00,44068679,Centro,2,4,Presencial,137272.73,
2349,2025-09-14 05:40:00,28316378,Tienda Online,10,1,Web,148586.2,
2350,2025-05-27 08:25:00,26594901,Tienda Online,9,5,Web,145263.44,
2351,2024-11-18 09:35:00,28540070,Norte,6,5,Presencial,34182.8,
2352,2024-01-08 02:56:00,18439645,Tienda Online,9,5,Web,100172.09,
2353,2025-01-20 20:02:00,43453305,Tienda Online,9,3,Web,125947.22,
2354,2024-02-26 19:49:00,14887419,Shopping,7,4,Presencial,95220.1,
2355,2024-04-26 02:22:00,38133707,Tienda Online,10,4,Web,41361.66,
2356,2025-06-24 21:26:00,40890427,Shopping,7,5,Presencial,164385.07,
2357,2025-08-13 11:26:00,25442983,Centro,1,1,Presencial,110587.57,
2358,2024-03-27 23:46:00,26127866,Tienda Online,9,3,Web,155082.93,
2359,2025-04-02 06:59:00,44304306,Shopping,7,3,Presencial,99473.03,
2360,2025-06-10 20:41:00,25145607,Tienda Online,9,1,Web,32320.56,
2361,2024-04-15 04:16:00,12409147,Shopping,7,5,Presencial,172196.30000000002,
2362,2024-04-02 23:51:00,39263324,Tienda Online,9,2,Web,99493.6,
2363,2025-07-01 16:06:00,19446043,Tienda Online,10,3,Web,162084.47,
2364,2025-04-24 01:16:00,37388193,Tienda Online,10,5,Web,27178.81,
2365,2024-04-28 14:13:00,15285296,Norte,6,1,Presencial,126502.75,
2366,2025-08-13 15:36:00,28427922,Norte,6,3,Presencial,139690.94,
2367,2024-07-08 08:13:00,12090484,Tienda Online,10,4,Web,136581.76,
2368,2024-12-08 03:14:00,10524999,Tienda Online,9,1,Web,185122.28000000003,
2369,2024-05-31 18:28:00,20254587,Tienda Online,9,3,Web,173043.62,
2370,2024-01-10 20:15:00,16778091,Centro,1,4,Presencial,164851.99,
2371,2025-08-16 07:40:00,29142751,Shopping,7,1,Presencial,153191.91,
2372,2025-02-23 23:21:00,23663184,Centro,1,5,Presencial,95685.01000000001,
2373,2025-03-13 16:04:00,30549138,Tienda Online,9,3,Web,169657.22,4
2374,2025-02-10 20:52:00,21983483,Shopping,7,1,Presencial,123341.58,
2375,2025-09-18 01:07:00,28011719,Tienda Online,9,3,Web,109119.43,
2376,2025-05-08 21:36:00,12929120,Tienda Online,9,5,Web,94182.19,
2377,2025-09-06 07:07:00,31231220,Centro,2,2,Presencial,79667.5,
2378,2025-05-24 23:00:00,24304543,Shopping,7,2,Presencial,32677.97,
2379,2025-04-27 23:51:00,17318490,Shopping,7,1,Presencial,63752.03,
2380,2024-09-30 06:44:00,28696734,Tienda Online,9,2,Web,33144.89,
2381,2025-06-10 07:11:00,21756850,Shopping,7,3,Presencial,63752.03,
2382,2024-04-13 20:13:00,13659179,Tienda Online,9,3,Web,118675.55,
2383,2024-05-27 03:16:00,44304306,Tienda Online,9,4,Web,109911.15,
2384,2025-06-22 18:58:00,27579520,Shopping,7,5,Presencial,190750.46,
2385,2025-06-06 12:46:00,27808512,Tienda Online,10,5,Web,96430.0,
2386,2025-03-20 22:09:00,44107468,Tienda Online,9,4,Web,131848.88,4
2387,2025-01-01 21:00:00,35059825,Norte,4,1,Presencial,106360.19,
2388,2025-08-02 13:40:00,19938405,Shopping,7,4,Presencial,82723.32,
2389,2025-07-23 19:12:00,41854862,Tienda Online,10,3,Web,116571.94,
2390,2024-02-24 05:06:00,27808512,Centro,1,1,Presencial,63233.100000000006,
2391,2024-06-20 11:58:00,33160875,Shopping,7,4,Presencial,62540.119999999995,
2392,2025-07-31 07:17:00,20332827,Norte,4,1,Presencial,21871.44,
2393,2024-01-11 10:19:00,12409147,Shopping,7,5,Presencial,151394.32,
2394,2025-07-25 19:29:00,41740898,Tienda Online,10,2,Web,166975.32,
2395,2025-02-28 09:59:00,27808512,Tienda Online,9,3,Web,33823.38,
2396,2025-05-17 08:25:00,26345631,Shopping,7,3,Presencial,107184.52,
2397,2024-11-29 04:27:00,19604467,Norte,6,5,Presencial,185925.25,
2398,2025-03-29 03:05:00,17157379,Tienda Online,9,5,Web,143191.22,
2399,2024-06-02 08:10:00,16778091,Tienda Online,10,5,Web,88220.15,
2400,2024-08-25 12:13:00,28427922,Norte,4,5,Presencial,21871.44,
2401,2024-12-30 13:16:00,16778091,Centro,2,2,Presencial,182895.41,
2402,2024-03-01 07:14:00,10949480,Norte,6,4,Presencial,120540.70999999999,
2403,2024-08-31 19:36:00,12462702,Tienda Online,10,3,Web,202191.04,
2404,2024-08-08 07:23:00,28086578,Tienda Online,10,2,Web,143550.64,
2405,2024-12-12 16:26:00,20371898,Centro,2,5,Presencial,70523.95999999999,
2406,2025-07-08 03:09:00,24800101,Shopping,7,5,Presencial,146792.16999999998,
2407,2025-06-29 14:57:00,27675739,Shopping,7,5,Presencial,33144.89,
2408,2024-01-12 21:54:00,20254587,Tienda Online,9,5,Web,90578.37,
2409,2025-01-09 00:35:00,28981002,Tienda Online,9,1,Web,64845.89,
2410,2024-07-18 09:32:00,12675011,Tienda Online,9,2,Web,206211.2,
2411,2025-06-18 18:58:00,20254587,Norte,6,4,Presencial,157005.12,5
2412,2024-04-05 05:44:00,42789774,Centro,2,1,Presencial,170738.7,
2413,2025-08-20 17:20:00,38127120,Centro,2,4,Presencial,133078.57,
2414,2025-06-01 23:55:00,39548449,Tienda Online,10,1,Web,32525.33,
2415,2024-02-19 09:50:00,28316378,Centro,2,1,Presencial,55016.33,
2416,2024-01-07 17:42:00,32770212,Tienda Online,9,4,Web,165936.02,
2417,2025-09-17 17:03:00,10038379,Shopping,7,3,Presencial,88252.31,
2418,2024-12-06 17:07:00,20915531,Tienda Online,10,4,Web,91256.86,
2419,2025-07-13 11:53:00,31106889,Centro,1,1,Presencial,36700.58,
2420,2024-01-17 09:54:00,30279639,Shopping,7,3,Presencial,102028.85,
2421,2025-02-03 20:38:00,38396306,Tienda Online,9,5,Web,32677.97,
2422,2024-10-19 16:54:00,39406068,Tienda Online,10,5,Web,59138.46,
2423,2025-11-19 12:48:00,17318490,Centro,2,5,Presencial,124841.83,
2424,2024-11-11 20:22:00,21787005,Norte,5,2,Presencial,192977.33000000002,
2425,2025-05-17 23:20:00,30831897,Norte,6,1,Presencial,67646.76,
2426,2024-10-07 06:07:00,39263324,Shopping,7,3,Presencial,34182.8,
2427,2025-06-19 21:08:00,19888757,Centro,1,5,Presencial,64998.53,
2428,2024-06-02 00:16:00,41453788,Tienda Online,9,3,Web,96363.5,
2429,2025-02-27 00:34:00,41561757,Tienda Online,9,5,Web,89754.04000000001,
2430,2024-01-07 20:38:00,42789774,Tienda Online,10,2,Web,133112.21,
2431,2025-10-18 02:33:00,17254174,Tienda Online,10,1,Web,192134.59,
2432,2024-08-10 16:47:00,11730076,Shopping,7,1,Presencial,33144.89,
2433,2024-06-03 10:36:00,16604711,Norte,5,4,Presencial,172196.30000000002,
2434,2025-03-03 07:16:00,20254587,Shopping,7,5,Presencial,61242.07000000001,
2435,2024-07-09 04:22:00,25145607,Centro,1,2,Presencial,166901.95,
2436,2025-06-23 06:22:00,41535292,Norte,6,4,Presencial,120686.55,
2437,2025-05-27 15:14:00,21989124,Norte,6,2,Presencial,66143.94,
2438,2025-02-03 18:57:00,15815848,Norte,5,5,Presencial,70078.40000000001,
2439,2025-05-07 10:05:00,10190290,Norte,4,1,Presencial,29569.23,
2440,2024-01-16 13:13:00,10038379,Tienda Online,10,3,Web,57433.48,
2441,2024-11-09 12:01:00,35909306,Centro,2,3,Presencial,28716.74,
2442,2025-05-05 03:18:00,16604711,Centro,1,3,Presencial,173406.82,
2443,2025-10-10 10:19:00,10524999,Shopping,7,3,Presencial,87002.71,
2444,2025-05-02 17:28:00,26365398,Tienda Online,9,1,Web,33823.38,
2445,2024-06-06 17:02:00,14041987,Norte,4,3,Presencial,184283.86000000002,
2446,2024-08-22 20:33:00,30549138,Norte,4,3,Presencial,122927.09,
2447,2025-02-09 18:57:00,17019579,Shopping,7,3,Presencial,97415.90000000001,
2448,2024-12-27 13:43:00,38153498,Tienda Online,10,1,Web,119862.22,
2449,2025-10-22 18:23:00,11411585,Centro,1,1,Presencial,157164.96,
2450,2024-11-02 12:17:00,12090484,Shopping,7,4,Presencial,138418.14,
2451,2024-07-26 08:36:00,26594901,Tienda Online,10,2,Web,152617.03,
2452,2025-02-02 08:01:00,31106889,Tienda Online,10,5,Web,33823.38,
2453,2024-08-18 12:50:00,32205074,Shopping,7,5,Presencial,98795.14000000001,
2454,2025-01-16 19:32:00,26431104,Centro,1,2,Presencial,168426.59,
2455,2025-05-15 13:38:00,13447833,Norte,6,4,Presencial,98095.29000000001,
2456,2024-11-12 03:02:00,29687578,Tienda Online,9,3,Web,162187.75,
2457,2024-07-15 06:50:00,20714555,Tienda Online,9,4,Web,99648.25,
2458,2024-11-11 17:56:00,17471301,Shopping,7,3,Presencial,162507.44,
2459,2024-01-03 17:54:00,30549138,Tienda Online,10,1,Web,95006.52,
2460,2025-11-05 20:34:00,21664429,Norte,4,1,Presencial,163525.63,4
2461,2024-08-17 23:01:00,20905308,Norte,5,1,Presencial,258540.44999999998,
2462,2025-11-29 15:09:00,43586119,Norte,6,2,Presencial,32320.56,
2463,2025-11-25 21:06:00,27906335,Tienda Online,9,4,Web,62094.56,
2464,2025-07-19 23:28:00,14792233,Centro,2,5,Presencial,172196.30000000002,
2465,2024-07-18 14:01:00,26297346,Tienda Online,9,3,Web,65417.32000000001,
2466,2025-05-19 22:27:00,33811900,Norte,5,3,Presencial,102603.73000000001,
2467,2025-10-10 09:02:00,17686170,Shopping,7,1,Presencial,131161.41,
2468,2025-09-06 22:05:00,19364231,Tienda Online,10,5,Web,103201.93,
2469,2024-02-03 16:27:00,16123174,Shopping,7,1,Presencial,74506.55,
2470,2024-07-10 20:43:00,14868286,Norte,6,2,Presencial,182109.42,
2471,2024-01-02 13:11:00,26654221,Tienda Online,10,2,Web,41361.66,
2472,2024-05-24 13:54:00,31625779,Shopping,7,5,Presencial,176490.72000000003,
2473,2024-05-19 16:34:00,38133707,Tienda Online,10,5,Web,29569.23,
2474,2025-08-12 09:40:00,12910178,Centro,2,1,Presencial,57433.48,
2475,2024-04-22 23:16:00,28086578,Norte,5,3,Presencial,133936.53999999998,
2476,2024-01-23 14:34:00,42789774,Norte,6,3,Presencial,85264.04999999999,
2477,2024-01-24 11:44:00,10190290,Centro,1,2,Presencial,33144.89,
2478,2025-06-24 16:03:00,43875089,Tienda Online,9,4,Web,174937.47999999998,
2479,2024-08-11 19:27:00,14090793,Norte,6,2,Presencial,119295.11000000002,
2480,2024-07-31 08:28:00,40515566,Tienda Online,10,4,Web,82723.32,
2481,2025-06-01 00:23:00,14041987,Centro,1,5,Presencial,83733.07,
2482,2025-04-10 18:00:00,17507729,Tienda Online,10,5,Web,127593.16,
2483,2025-11-06 09:43:00,41740898,Tienda Online,10,1,Web,151216.28,4
2484,2024-11-29 21:18:00,27044130,Tienda Online,10,3,Web,32525.33,
2485,2025-08-09 10:46:00,34929174,Centro,2,5,Presencial,28716.74,
2486,2025-01-15 14:52:00,19364231,Shopping,7,3,Presencial,33144.89,
2487,2024-07-30 22:09:00,31117675,Tienda Online,10,2,Web,135692.72,
2488,2025-02-13 12:02:00,26431104,Tienda Online,9,1,Web,132171.57,
2489,2024-07-03 23:18:00,38127120,Tienda Online,9,2,Web,21871.44,
2490,2025-10-05 20:47:00,26373518,Norte,4,2,Presencial,26885.08,
2491,2024-02-09 23:38:00,26297346,Centro,1,5,Presencial,236225.99,
2492,2024-10-21 15:18:00,22874170,Norte,5,5,Presencial,152387.55,
2493,2025-11-27 11:10:00,39406068,Tienda Online,10,5,Web,23547.73,4
2494,2024-07-11 17:35:00,27715659,Tienda Online,9,4,Web,160738.05,
2495,2025-06-24 17:57:00,27044130,Norte,5,1,Presencial,41361.66,
2496,2025-06-09 04:13:00,20332827,Tienda Online,10,4,Web,106778.98000000001,
2497,2024-10-28 17:29:00,40515566,Centro,1,3,Presencial,32525.33,
2498,2025-11-01 08:42:00,25273674,Tienda Online,9,4,Web,70930.89,
2499,2024-12-26 20:31:00,28696734,Tienda Online,9,3,Web,29569.23,
2500,2024-05-17 22:39:00,41341494,Norte,6,4,Presencial,124475.17000000001,
2501,2024-10-22 20:01:00,38531078,Shopping,7,4,Presencial,32525.33,
2502,2024-10-18 11:17:00,35526737,Tienda Online,10,5,Web,160500.13,
2503,2025-07-31 11:38:00,10190290,Tienda Online,10,4,Web,21871.44,
2504,2025-08-23 07:32:00,10372106,Tienda Online,10,1,Web,120900.13,
2505,2025-11-26 16:28:00,28610049,Centro,1,3,Presencial,97319.09,
2506,2025-01-08 11:28:00,26819279,Tienda Online,10,2,Web,173301.69,
2507,2024-05-05 14:28:00,30390056,Shopping,7,2,Presencial,125440.6,
2508,2025-01-14 11:15:00,42528458,Centro,2,5,Presencial,223656.94,
2509,2024-03-11 22:48:00,34552283,Shopping,7,4,Presencial,32320.56,
2510,2025-01-15 18:50:00,20371898,Centro,1,5,Presencial,63233.100000000006,
2511,2024-02-03 20:51:00,17318490,Tienda Online,9,2,Web,69225.91,
2512,2024-07-08 00:04:00,20254587,Norte,5,5,Presencial,98610.34,
2513,2025-09-21 07:12:00,13597644,Norte,5,3,Presencial,32525.33,
2514,2024-09-11 09:19:00,14616506,Norte,5,1,Presencial,21871.44,
2515,2025-02-18 14:50:00,15407475,Shopping,7,4,Presencial,97215.98999999999,
2516,2025-12-01 05:40:00,37652324,Norte,6,4,Presencial,73886.99,
2517,2025-11-30 23:39:00,18494838,Norte,6,4,Presencial,164959.05,
2518,2025-03-23 13:46:00,32205074,Norte,4,2,Presencial,61242.07000000001,
2519,2025-08-01 12:48:00,22960720,Norte,5,5,Presencial,164115.15,
2520,2025-10-27 21:30:00,17245195,Shopping,7,2,Presencial,101470.13999999998,
2521,2024-08-23 16:35:00,40514355,Tienda Online,9,1,Web,73886.99,
2522,2025-06-17 11:09:00,29955030,Norte,6,5,Presencial,101751.24,
2523,2025-01-15 15:42:00,22660246,Centro,2,4,Presencial,108329.93,
2524,2025-05-05 22:14:00,30549138,Tienda Online,10,3,Web,99967.31999999999,
2525,2025-01-11 14:01:00,16604711,Tienda Online,10,3,Web,55694.81999999999,
2526,2024-10-25 05:09:00,11411585,Norte,6,5,Presencial,41361.66,
2527,2024-09-12 11:07:00,35059825,Shopping,7,5,Presencial,41361.66,
2528,2025-10-04 03:27:00,24135116,Shopping,7,2,Presencial,33144.89,
2529,2024-07-11 06:20:00,14695862,Norte,6,5,Presencial,117089.53,
2530,2025-07-15 03:16:00,17471301,Shopping,7,4,Presencial,105630.15,
2531,2025-04-29 00:38:00,10190290,Shopping,7,2,Presencial,32677.97,
2532,2025-05-30 06:36:00,13753932,Tienda Online,9,3,Web,132530.99,
2533,2024-06-05 04:46:00,20256869,Norte,6,4,Presencial,94860.68,
2534,2024-06-07 01:29:00,24097997,Centro,1,2,Presencial,107710.37,
2535,2024-02-14 05:59:00,28567695,Norte,6,2,Presencial,106546.05,
2536,2024-12-12 05:06:00,31630635,Tienda Online,9,4,Web,78062.24,
2537,2024-05-27 15:31:00,33160875,Centro,1,3,Presencial,162894.14,
2538,2024-07-26 06:09:00,29174891,Tienda Online,9,3,Web,178853.89,
2539,2024-03-24 14:17:00,30831897,Tienda Online,10,4,Web,173334.84000000003,
2540,2025-06-25 11:24:00,27785377,Tienda Online,9,3,Web,65355.94,
2541,2024-11-08 18:34:00,43334803,Tienda Online,9,1,Web,28716.74,
2542,2024-10-18 13:21:00,35526737,Norte,4,2,Presencial,67327.69,
2543,2024-11-05 06:36:00,32049663,Shopping,7,1,Presencial,41361.66,
2544,2024-09-26 07:57:00,32049663,Shopping,7,4,Presencial,29569.23,
2545,2024-10-03 15:02:00,39176602,Tienda Online,10,1,Web,154509.93,
2546,2025-10-19 18:24:00,26591977,Norte,6,4,Presencial,200047.3,
2547,2025-01-22 20:42:00,26783807,Shopping,7,2,Presencial,139304.31,
2548,2024-09-20 10:14:00,40793026,Shopping,7,4,Presencial,126466.20000000001,
2549,2025-11-10 16:58:00,11433274,Tienda Online,9,4,Web,154568.86,
2550,2025-10-08 22:26:00,15407475,Norte,5,1,Presencial,32320.56,
2551,2024-08-13 14:52:00,28456905,Tienda Online,10,5,Web,175806.95,
2552,2025-11-13 05:44:00,28991721,Shopping,7,1,Presencial,115229.3,
2553,2025-10-25 22:23:00,21787005,Tienda Online,10,5,Web,217305.17,
2554,2025-07-30 23:24:00,36775919,Tienda Online,9,5,Web,29569.23,
2555,2024-05-03 06:59:00,23048327,Shopping,7,4,Presencial,97990.78,
2556,2025-06-21 14:12:00,29285678,Shopping,7,4,Presencial,179101.31,
2557,2025-09-20 21:15:00,32279787,Tienda Online,10,3,Web,61861.630000000005,
2558,2024-06-30 11:58:00,39651079,Tienda Online,9,1,Web,36700.58,
2559,2025-03-12 21:51:00,23369226,Norte,4,1,Presencial,141838.17,
2560,2025-06-27 04:31:00,25534107,Centro,1,4,Presencial,109008.42,
2561,2025-05-17 08:39:00,14041987,Centro,2,5,Presencial,141533.75,
2562,2024-05-20 19:45:00,30301581,Norte,5,1,Presencial,152078.06,
2563,2025-11-07 16:53:00,16744926,Tienda Online,9,4,Web,149224.67,
2564,2024-12-26 01:04:00,19104260,Tienda Online,10,2,Web,62247.2,
2565,2024-07-11 12:59:00,13463607,Tienda Online,10,4,Web,66968.26999999999,
2566,2025-02-20 18:17:00,44670267,Tienda Online,10,4,Web,133617.47,
2567,2025-10-20 09:18:00,16898363,Shopping,7,1,Presencial,41361.66,
2568,2025-08-30 16:10:00,32292589,Norte,5,5,Presencial,98823.92000000001,
2569,2025-06-21 02:25:00,16659452,Tienda Online,10,5,Web,170457.64,
2570,2025-10-11 02:38:00,20256869,Norte,4,1,Presencial,73682.22,
2571,2024-10-20 23:27:00,27579520,Norte,6,4,Presencial,174087.32,
2572,2024-12-15 08:33:00,39559360,Tienda Online,9,5,Web,62540.119999999995,
2573,2024-03-26 15:10:00,20371898,Norte,6,3,Presencial,32525.33,
2574,2024-09-22 16:07:00,35821297,Centro,2,1,Presencial,29569.23,
2575,2025-01-01 03:41:00,16884540,Centro,1,2,Presencial,33144.89,
2576,2024-06-23 05:38:00,26127866,Norte,4,1,Presencial,135543.85,
2577,2024-12-09 09:12:00,29142751,Centro,1,2,Presencial,171907.96,
2578,2024-03-09 11:13:00,28011719,Norte,5,3,Presencial,150729.5,
2579,2024-06-23 02:55:00,31084522,Tienda Online,9,1,Web,217019.28,
2580,2025-01-05 23:40:00,36891021,Shopping,7,5,Presencial,96961.68000000001,
2581,2024-02-01 03:41:00,13659179,Tienda Online,9,3,Web,57433.48,
2582,2025-10-24 10:19:00,32049663,Shopping,7,3,Presencial,161780.82,
2583,2025-09-06 04:15:00,20002863,Shopping,7,4,Presencial,207866.49000000002,
2584,2024-05-20 07:25:00,44068679,Shopping,7,3,Presencial,70083.38,
2585,2025-02-08 05:56:00,23027010,Tienda Online,9,4,Web,102188.98000000001,
2586,2024-09-16 05:25:00,26373518,Centro,1,5,Presencial,168455.81,
2587,2025-11-07 20:08:00,30075901,Shopping,7,5,Presencial,115421.8,4
2588,2024-02-06 12:38:00,32828789,Tienda Online,10,1,Web,107651.44,
2589,2024-12-18 09:26:00,17507729,Centro,1,4,Presencial,161428.65,
2590,2024-11-22 23:52:00,20371898,Centro,2,2,Presencial,164465.36000000002,
2591,2025-06-12 00:43:00,13447833,Shopping,7,1,Presencial,99087.12,5
2592,2025-11-29 19:44:00,40232791,Tienda Online,9,2,Web,100684.15,
2593,2025-07-25 18:49:00,11433274,Shopping,7,3,Presencial,69845.47,
2594,2025-02-28 04:16:00,21989124,Centro,1,2,Presencial,169812.79,
2595,2025-01-14 19:53:00,11723249,Centro,2,3,Presencial,103901.78,
2596,2024-12-28 03:44:00,24377188,Norte,6,1,Presencial,120839.19,
2597,2024-12-30 20:39:00,11780798,Tienda Online,10,3,Web,36700.58,
2598,2024-05-25 04:48:00,16951572,Shopping,7,3,Presencial,161028.95,
2599,2025-08-06 07:51:00,26591977,Tienda Online,10,3,Web,55694.81999999999,
2600,2024-11-20 19:50:00,43250363,Tienda Online,10,2,Web,61394.71000000001,
2601,2024-07-29 08:08:00,29142751,Tienda Online,10,1,Web,70523.95999999999,
2602,2024-12-08 19:50:00,10372106,Shopping,7,1,Presencial,179805.66000000003,
2603,2025-05-27 05:13:00,26431104,Tienda Online,9,1,Web,149877.01,
2604,2024-03-06 09:36:00,43250363,Centro,2,5,Presencial,63752.03,
2605,2024-09-18 07:16:00,14695862,Centro,2,3,Presencial,149584.09000000003,
2606,2025-10-06 09:58:00,42614267,Norte,6,2,Presencial,101647.68,
2607,2025-04-20 04:27:00,32012128,Centro,1,1,Presencial,178947.07,
2608,2025-08-10 07:37:00,14684875,Tienda Online,9,4,Web,41361.66,
2609,2024-08-18 01:19:00,26594901,Norte,6,3,Presencial,97371.22,
2610,2025-04-12 07:37:00,29044583,Shopping,7,1,Presencial,136348.21000000002,
2611,2025-09-26 06:34:00,29368328,Tienda Online,10,1,Web,60581.66,
2612,2025-08-20 06:14:00,15815848,Tienda Online,10,1,Web,131704.65,
2613,2024-01-09 04:47:00,10770478,Tienda Online,9,4,Web,87694.3,
2614,2024-12-20 12:15:00,43172347,Tienda Online,10,3,Web,131398.79,
2615,2025-11-24 14:06:00,24627352,Tienda Online,9,4,Web,58381.78,3
2616,2024-01-10 09:27:00,16778091,Centro,2,5,Presencial,74506.55,
2617,2025-11-15 16:47:00,18494838,Tienda Online,10,1,Web,68365.6,
2618,2025-07-19 14:35:00,24627352,Norte,6,4,Presencial,102314.9,
2619,2025-05-24 02:01:00,24855701,Norte,6,3,Presencial,21871.44,
2620,2025-05-29 15:48:00,18474473,Centro,1,1,Presencial,123927.96,
2621,2025-01-20 22:30:00,25534107,Shopping,7,5,Presencial,79304.92,
2622,2024-02-28 08:54:00,38701583,Tienda Online,10,5,Web,168119.34,
2623,2025-06-24 04:08:00,36775919,Shopping,7,2,Presencial,103251.45000000001,
2624,2025-01-15 03:18:00,20359006,Norte,5,1,Presencial,36700.58,
2625,2024-09-08 09:15:00,26373518,Shopping,7,4,Presencial,102370.8,
2626,2025-01-24 04:42:00,40514355,Tienda Online,9,1,Web,66143.94,
2627,2025-10-14 02:16:00,41895660,Tienda Online,9,5,Web,66501.35,
2628,2024-07-27 01:48:00,13753932,Tienda Online,9,3,Web,33144.89,
2629,2024-06-16 22:04:00,18818897,Tienda Online,9,4,Web,88220.15,
2630,2025-02-23 03:42:00,38120042,Shopping,7,5,Presencial,98562.21,
2631,2024-12-03 10:44:00,17740453,Tienda Online,10,4,Web,154599.93,
2632,2025-11-03 10:36:00,34268915,Tienda Online,9,2,Web,73401.16,
2633,2025-11-16 21:27:00,35444008,Centro,1,2,Presencial,28716.74,
2634,2025-11-12 17:21:00,32828789,Tienda Online,10,5,Web,119423.90000000001,
2635,2024-10-14 23:56:00,26161813,Norte,6,4,Presencial,98795.14000000001,
2636,2024-02-24 01:39:00,28540070,Shopping,7,1,Presencial,160326.13,
2637,2024-07-31 16:57:00,31925749,Shopping,7,5,Presencial,99648.25,
2638,2024-09-17 00:49:00,27044130,Tienda Online,10,2,Web,106546.05,
2639,2025-09-21 07:35:00,41720415,Norte,5,3,Presencial,91459.02,
2640,2024-05-07 23:24:00,26591977,Norte,4,1,Presencial,102990.36,
2641,2024-09-30 05:16:00,16065254,Centro,2,5,Presencial,131814.16,
2642,2024-11-09 20:38:00,42494017,Norte,5,5,Presencial,165111.69,
2643,2025-03-25 03:38:00,27929653,Centro,1,2,Presencial,32320.56,
2644,2025-02-07 22:43:00,29142751,Norte,6,4,Presencial,91616.28,
2645,2025-02-02 11:28:00,17678198,Centro,1,3,Presencial,102056.52,
2646,2024-12-24 00:13:00,20565131,Shopping,7,2,Presencial,36700.58,
2647,2024-10-25 23:10:00,30549138,Shopping,7,5,Presencial,132385.59,
2648,2024-08-22 21:48:00,27044130,Tienda Online,9,2,Web,156228.62,
2649,2024-01-13 04:42:00,28540070,Centro,2,1,Presencial,83733.07,
2650,2025-08-05 22:44:00,25636276,Tienda Online,10,4,Web,58285.97,
2651,2024-04-24 00:53:00,26431104,Shopping,7,2,Presencial,33144.89,
2652,2024-02-01 22:42:00,35909306,Shopping,7,3,Presencial,102990.36,
2653,2024-04-17 04:26:00,43250363,Tienda Online,10,4,Web,36700.58,
2654,2024-02-22 05:27:00,32012128,Tienda Online,10,4,Web,150996.11000000002,
2655,2024-06-03 05:53:00,32833825,Tienda Online,10,5,Web,43742.88,
2656,2024-05-04 17:49:00,41453788,Centro,1,3,Presencial,159085.55,
